Month: 1 | Well_ID: 1 | Groundwater_Level: 10.993428306022466 | Precipitation: 52.50449005295815 | Temperature: 21.391312233313734 | Evapotranspiration: 21.76064513028 | Pumping_Rate: 115.2106081640607 | Land_Use: Urban
Month: 47 | Well_ID: 5 | Groundwater_Level: 7.769630551469609 | Precipitation: 21.632685341339368 | Temperature: 27.34633794904263 | Evapotranspiration: 8.038721789000537 | Pumping_Rate: 99.48981776548507 | Land_Use: Agricultural
Month: 48 | Well_ID: 5 | Groundwater_Level: 9.301148084131666 | Precipitation: 14.783823760384482 | Temperature: 17.322139383964473 | Evapotranspiration: 28.378760245201416 | Pumping_Rate: 115.150632648213 | Land_Use: Natural
Month: 49 | Well_ID: 5 | Groundwater_Level: 8.750827011456817 | Precipitation: 19.486873708598104 | Temperature: 28.78394339993491 | Evapotranspiration: 31.430487698789523 | Pumping_Rate: 102.53555427445981 | Land_Use: Urban
Month: 50 | Well_ID: 5 | Groundwater_Level: 7.020344041471887 | Precipitation: 75.25168206854364 | Temperature: 28.06234397006801 | Evapotranspiration: 38.49611988516213 | Pumping_Rate: 78.59245990278473 | Land_Use: Urban
Month: 51 | Well_ID: 5 | Groundwater_Level: 7.938434868373984 | Precipitation: 38.96283708215107 | Temperature: 19.916584357117515 | Evapotranspiration: 36.928575842374364 | Pumping_Rate: 45.37719166593951 | Land_Use: Natural
Month: 52 | Well_ID: 5 | Groundwater_Level: 7.469033014816793 | Precipitation: 101.16398571336505 | Temperature: 23.779597631628995 | Evapotranspiration: 35.82571318808805 | Pumping_Rate: 78.82679550713904 | Land_Use: Agricultural
Month: 53 | Well_ID: 5 | Groundwater_Level: 7.387383602276455 | Precipitation: 38.71504802685223 | Temperature: 24.803463561861843 | Evapotranspiration: 22.000594932980658 | Pumping_Rate: 58.24124857144806 | Land_Use: Natural
Month: 54 | Well_ID: 5 | Groundwater_Level: 10.38634732890571 | Precipitation: 53.69102606394074 | Temperature: 24.327516077991337 | Evapotranspiration: 10.919978628766923 | Pumping_Rate: 151.12306234177353 | Land_Use: Urban
Month: 55 | Well_ID: 5 | Groundwater_Level: 9.531315912199846 | Precipitation: 80.84219905135751 | Temperature: 26.669299832842672 | Evapotranspiration: 26.06947242938599 | Pumping_Rate: 96.54670918230282 | Land_Use: Agricultural
Month: 56 | Well_ID: 5 | Groundwater_Level: 7.5698161022139825 | Precipitation: 90.12185776318246 | Temperature: 32.15683390915592 | Evapotranspiration: 40.016318252085604 | Pumping_Rate: 89.62242012858488 | Land_Use: Natural
Month: 57 | Well_ID: 5 | Groundwater_Level: 10.900433732660572 | Precipitation: 91.23007153272796 | Temperature: 30.408833638364143 | Evapotranspiration: 43.93454527524432 | Pumping_Rate: 126.67461474363418 | Land_Use: Agricultural
Month: 58 | Well_ID: 5 | Groundwater_Level: 9.867669532184989 | Precipitation: 74.16732461186285 | Temperature: 18.43890403284297 | Evapotranspiration: 37.10549102297785 | Pumping_Rate: 66.34746691432336 | Land_Use: Agricultural
Month: 59 | Well_ID: 5 | Groundwater_Level: 11.035815246183088 | Precipitation: 70.48125051622925 | Temperature: 28.110349951530242 | Evapotranspiration: 34.29340822801734 | Pumping_Rate: 76.99407885986344 | Land_Use: Urban
Month: 60 | Well_ID: 5 | Groundwater_Level: 10.830463430481284 | Precipitation: 61.850538984023665 | Temperature: 31.64466659767705 | Evapotranspiration: 33.79639648385965 | Pumping_Rate: 102.04216807745863 | Land_Use: Agricultural
Month: 1 | Well_ID: 6 | Groundwater_Level: 8.077306477960308 | Precipitation: 65.56722152333276 | Temperature: 26.934042603446013 | Evapotranspiration: 24.438812532392195 | Pumping_Rate: 130.8630697427044 | Land_Use: Natural
Month: 2 | Well_ID: 6 | Groundwater_Level: 8.780862327794484 | Precipitation: 38.97628567342933 | Temperature: 30.454902125929834 | Evapotranspiration: 28.6993970644638 | Pumping_Rate: 115.05055135506365 | Land_Use: Agricultural
Month: 3 | Well_ID: 6 | Groundwater_Level: 11.56242507156365 | Precipitation: 33.63602233155385 | Temperature: 35.06135222850383 | Evapotranspiration: 46.69069525826332 | Pumping_Rate: 107.44975427547647 | Land_Use: Agricultural
Month: 4 | Well_ID: 6 | Groundwater_Level: 11.454721021615658 | Precipitation: 49.93251085178096 | Temperature: 30.118547730534907 | Evapotranspiration: 20.574419942081235 | Pumping_Rate: 102.3435320570805 | Land_Use: Natural
Month: 5 | Well_ID: 6 | Groundwater_Level: 10.35669600783042 | Precipitation: 46.59630754950143 | Temperature: 26.246542978208645 | Evapotranspiration: 46.14778790709851 | Pumping_Rate: 112.00707566580326 | Land_Use: Urban
Month: 6 | Well_ID: 6 | Groundwater_Level: 10.7949069129684 | Precipitation: 40.9354390134545 | Temperature: 30.225442370423767 | Evapotranspiration: 26.779718455079415 | Pumping_Rate: 106.04958715387764 | Land_Use: Urban
Month: 7 | Well_ID: 6 | Groundwater_Level: 13.273446499621185 | Precipitation: 63.92774894913431 | Temperature: 25.724439165484455 | Evapotranspiration: 43.25432109095078 | Pumping_Rate: 69.10083175669193 | Land_Use: Natural
Month: 8 | Well_ID: 6 | Groundwater_Level: 9.687854455764564 | Precipitation: 69.10610417141022 | Temperature: 25.119515216424777 | Evapotranspiration: 15.931849905024617 | Pumping_Rate: 101.38237664899454 | Land_Use: Natural
Month: 9 | Well_ID: 6 | Groundwater_Level: 12.112027428801701 | Precipitation: 51.768137725836944 | Temperature: 23.242928821431338 | Evapotranspiration: 35.859042011646494 | Pumping_Rate: 67.78934023246742 | Land_Use: Urban
Month: 10 | Well_ID: 6 | Groundwater_Level: 10.753218601707713 | Precipitation: 79.55060162110523 | Temperature: 32.81706679416054 | Evapotranspiration: 22.63229864052378 | Pumping_Rate: 102.43247628702471 | Land_Use: Agricultural
Month: 11 | Well_ID: 6 | Groundwater_Level: 10.853978475290768 | Precipitation: 27.1662177173299 | Temperature: 20.907856670289995 | Evapotranspiration: 15.847328080758125 | Pumping_Rate: 85.58056175535276 | Land_Use: Natural
Month: 12 | Well_ID: 6 | Groundwater_Level: 13.609682985138615 | Precipitation: 46.12681081440564 | Temperature: 32.66183862339058 | Evapotranspiration: 32.185340424109455 | Pumping_Rate: 176.18144868348585 | Land_Use: Agricultural
Month: 13 | Well_ID: 6 | Groundwater_Level: 13.175949598935265 | Precipitation: 35.6635535879439 | Temperature: 27.499320618701855 | Evapotranspiration: 40.09471788595969 | Pumping_Rate: 98.80316848744864 | Land_Use: Natural
Month: 14 | Well_ID: 6 | Groundwater_Level: 13.254538830849633 | Precipitation: 12.6692676585388 | Temperature: 18.003469125990293 | Evapotranspiration: 21.550585614065035 | Pumping_Rate: 57.872813012152335 | Land_Use: Urban
Month: 15 | Well_ID: 6 | Groundwater_Level: 14.329584151009737 | Precipitation: 48.34638628314602 | Temperature: 26.83824646495711 | Evapotranspiration: 15.009840395415988 | Pumping_Rate: 95.97459367969226 | Land_Use: Agricultural
Month: 16 | Well_ID: 6 | Groundwater_Level: 11.839813196490454 | Precipitation: 47.56504983233433 | Temperature: 14.49986746174188 | Evapotranspiration: 29.081552356650448 | Pumping_Rate: 115.58076236913664 | Land_Use: Agricultural
Month: 17 | Well_ID: 6 | Groundwater_Level: 13.228412895135117 | Precipitation: 80.26899486484263 | Temperature: 28.12754008415518 | Evapotranspiration: 29.12564671222819 | Pumping_Rate: 150.20091838457571 | Land_Use: Natural
Month: 18 | Well_ID: 6 | Groundwater_Level: 11.297734405031292 | Precipitation: 62.61623369109555 | Temperature: 29.426157414944957 | Evapotranspiration: 35.48319627554499 | Pumping_Rate: 82.31642800183845 | Land_Use: Agricultural
Month: 19 | Well_ID: 6 | Groundwater_Level: 12.607047991184718 | Precipitation: 29.5162635134159 | Temperature: 22.03822022173973 | Evapotranspiration: 39.49594571364488 | Pumping_Rate: 52.5271607792908 | Land_Use: Natural
Month: 20 | Well_ID: 6 | Groundwater_Level: 11.725282225790064 | Precipitation: 87.08185132668376 | Temperature: 25.617738479777913 | Evapotranspiration: 29.40584818727506 | Pumping_Rate: 124.50511034292944 | Land_Use: Urban
Month: 21 | Well_ID: 6 | Groundwater_Level: 12.192632621545632 | Precipitation: 74.42067391050706 | Temperature: 34.77078716875143 | Evapotranspiration: 48.55503314794263 | Pumping_Rate: 58.582038823010464 | Land_Use: Agricultural
Month: 22 | Well_ID: 6 | Groundwater_Level: 13.188155680451475 | Precipitation: 61.64195406937232 | Temperature: 22.471266478690318 | Evapotranspiration: 32.24234744535292 | Pumping_Rate: 86.91533675477545 | Land_Use: Natural
Month: 23 | Well_ID: 6 | Groundwater_Level: 10.346735327941882 | Precipitation: 45.470318023003365 | Temperature: 19.705462064716997 | Evapotranspiration: 26.535734939931004 | Pumping_Rate: 92.27138543467018 | Land_Use: Agricultural
Month: 24 | Well_ID: 6 | Groundwater_Level: 16.13952221833077 | Precipitation: 30.81121526553041 | Temperature: 32.40831701231299 | Evapotranspiration: 13.88432640897172 | Pumping_Rate: 97.91099640099675 | Land_Use: Natural
Month: 25 | Well_ID: 6 | Groundwater_Level: 9.900717093809602 | Precipitation: 42.55586447857894 | Temperature: 34.81293595265397 | Evapotranspiration: 27.373404796838322 | Pumping_Rate: 120.67493371223007 | Land_Use: Natural
Month: 26 | Well_ID: 6 | Groundwater_Level: 9.429103507218642 | Precipitation: 71.77497239408372 | Temperature: 25.018478359239236 | Evapotranspiration: 26.636130545888637 | Pumping_Rate: 79.49097153140838 | Land_Use: Natural
Month: 27 | Well_ID: 6 | Groundwater_Level: 14.105539647094544 | Precipitation: 87.69172611869217 | Temperature: 30.05731517704178 | Evapotranspiration: 39.603047962814706 | Pumping_Rate: 91.78812243499718 | Land_Use: Urban
Month: 28 | Well_ID: 6 | Groundwater_Level: 13.292061825772915 | Precipitation: 80.86487056544378 | Temperature: 31.707379577654404 | Evapotranspiration: 34.62483624066854 | Pumping_Rate: 99.57188941151834 | Land_Use: Agricultural
Month: 29 | Well_ID: 6 | Groundwater_Level: 12.86453524988028 | Precipitation: 40.223011564274515 | Temperature: 21.28757883730808 | Evapotranspiration: 18.206308783673826 | Pumping_Rate: 104.48793872556364 | Land_Use: Urban
Month: 30 | Well_ID: 6 | Groundwater_Level: 12.769328031150065 | Precipitation: 27.607651334219774 | Temperature: 22.57347082316066 | Evapotranspiration: 31.722543864110374 | Pumping_Rate: 102.93481524123769 | Land_Use: Natural
Month: 31 | Well_ID: 6 | Groundwater_Level: 11.373986517616366 | Precipitation: 52.81772493822408 | Temperature: 31.154372565773674 | Evapotranspiration: 36.71531171729053 | Pumping_Rate: 113.0801732566774 | Land_Use: Natural
Month: 32 | Well_ID: 6 | Groundwater_Level: 9.480108322797818 | Precipitation: 14.631212688742966 | Temperature: 33.425071393542545 | Evapotranspiration: 45.280313593878326 | Pumping_Rate: 125.31518528925211 | Land_Use: Urban
Month: 33 | Well_ID: 6 | Groundwater_Level: 11.293516798429563 | Precipitation: 56.46335428369563 | Temperature: 27.814404300871775 | Evapotranspiration: 38.875039674140595 | Pumping_Rate: 111.77902346952904 | Land_Use: Urban
Month: 34 | Well_ID: 6 | Groundwater_Level: 9.646949548840608 | Precipitation: 47.04794827402662 | Temperature: 20.60092823248973 | Evapotranspiration: 37.60846654311478 | Pumping_Rate: 113.60756570527654 | Land_Use: Agricultural
Month: 35 | Well_ID: 6 | Groundwater_Level: 12.803928466956382 | Precipitation: 40.67926996263515 | Temperature: 34.935305558497205 | Evapotranspiration: 30.600859946151637 | Pumping_Rate: 52.53330499760567 | Land_Use: Natural
Month: 36 | Well_ID: 6 | Groundwater_Level: 10.406065299529034 | Precipitation: 18.10593865466409 | Temperature: 22.345145510940178 | Evapotranspiration: 33.883120054234496 | Pumping_Rate: 101.50683097497041 | Land_Use: Urban
Month: 37 | Well_ID: 6 | Groundwater_Level: 8.890817183030714 | Precipitation: 60.27200213139433 | Temperature: 23.32431109414274 | Evapotranspiration: 42.49504900706159 | Pumping_Rate: 114.38522644004826 | Land_Use: Natural
Month: 38 | Well_ID: 6 | Groundwater_Level: 9.736911003914251 | Precipitation: 39.34598320676177 | Temperature: 26.711689172448107 | Evapotranspiration: 16.672226025203503 | Pumping_Rate: 121.8682358371135 | Land_Use: Natural
Month: 39 | Well_ID: 6 | Groundwater_Level: 11.040781546554463 | Precipitation: 26.60166328579424 | Temperature: 32.77080210357387 | Evapotranspiration: 26.50560672783044 | Pumping_Rate: 79.22947677298617 | Land_Use: Agricultural
Month: 40 | Well_ID: 6 | Groundwater_Level: 8.921213856146455 | Precipitation: -7.4452442656329865 | Temperature: 29.269879882761117 | Evapotranspiration: 22.27431251243759 | Pumping_Rate: 80.22882175334065 | Land_Use: Agricultural
Month: 41 | Well_ID: 6 | Groundwater_Level: 8.23762875265859 | Precipitation: 49.44970189898727 | Temperature: 27.074327501809552 | Evapotranspiration: 33.79153118726124 | Pumping_Rate: 82.77697974149206 | Land_Use: Agricultural
Month: 42 | Well_ID: 6 | Groundwater_Level: 10.203669036487408 | Precipitation: 85.44503193339489 | Temperature: 27.31644265059053 | Evapotranspiration: 42.302221756507876 | Pumping_Rate: 116.0924169967403 | Land_Use: Urban
Month: 43 | Well_ID: 6 | Groundwater_Level: 10.042421861843852 | Precipitation: 83.2251842909574 | Temperature: 25.21757334321733 | Evapotranspiration: 24.03025713278926 | Pumping_Rate: 131.01643164772625 | Land_Use: Natural
Month: 44 | Well_ID: 6 | Groundwater_Level: 8.377902394200575 | Precipitation: 40.858074868274564 | Temperature: 27.79069757259253 | Evapotranspiration: 6.09695632530562 | Pumping_Rate: 87.77619678125195 | Land_Use: Urban
Month: 45 | Well_ID: 6 | Groundwater_Level: 8.293233404594947 | Precipitation: 37.95575879276439 | Temperature: 12.352199611528485 | Evapotranspiration: 25.8777925497553 | Pumping_Rate: 127.23886940881147 | Land_Use: Urban
Month: 46 | Well_ID: 6 | Groundwater_Level: 9.548238436141649 | Precipitation: 59.375485121500475 | Temperature: 23.516962704651007 | Evapotranspiration: 39.13473732017407 | Pumping_Rate: 103.70439427493783 | Land_Use: Agricultural
Month: 47 | Well_ID: 6 | Groundwater_Level: 6.043154893115679 | Precipitation: 30.03229121623417 | Temperature: 26.206609674583905 | Evapotranspiration: 35.376299029498796 | Pumping_Rate: 96.27142668512691 | Land_Use: Natural
Month: 48 | Well_ID: 6 | Groundwater_Level: 5.986942588906332 | Precipitation: 56.03583799638932 | Temperature: 19.244929581902465 | Evapotranspiration: 34.28186247810576 | Pumping_Rate: 93.65847310546093 | Land_Use: Natural
Month: 49 | Well_ID: 6 | Groundwater_Level: 7.235843789069193 | Precipitation: 65.32160556769381 | Temperature: 26.9316165890578 | Evapotranspiration: 27.2000669812552 | Pumping_Rate: 122.39834093806472 | Land_Use: Agricultural
Month: 50 | Well_ID: 6 | Groundwater_Level: 8.125911826588814 | Precipitation: 74.53866447768615 | Temperature: 23.97764389506939 | Evapotranspiration: 17.209692637802135 | Pumping_Rate: 109.7673345036121 | Land_Use: Natural
Month: 51 | Well_ID: 6 | Groundwater_Level: 9.064739302475955 | Precipitation: 47.99691847040094 | Temperature: 33.77737849157745 | Evapotranspiration: 35.15294321624467 | Pumping_Rate: 168.27476282942914 | Land_Use: Agricultural
Month: 52 | Well_ID: 6 | Groundwater_Level: 11.294561416944616 | Precipitation: 45.926524996460685 | Temperature: 32.865098626074285 | Evapotranspiration: 21.657181899653754 | Pumping_Rate: 74.43326071008028 | Land_Use: Urban
Month: 53 | Well_ID: 6 | Groundwater_Level: 9.97158743578495 | Precipitation: 32.44034826486878 | Temperature: 22.670972154409185 | Evapotranspiration: 51.840967333804564 | Pumping_Rate: 115.54305106089927 | Land_Use: Urban
Month: 54 | Well_ID: 6 | Groundwater_Level: 7.860912578429189 | Precipitation: 33.4623929192028 | Temperature: 24.245811442166524 | Evapotranspiration: 35.70507208354516 | Pumping_Rate: 84.12396970565462 | Land_Use: Agricultural
Month: 55 | Well_ID: 6 | Groundwater_Level: 8.079904767508715 | Precipitation: 45.470422161969466 | Temperature: 24.630262171958037 | Evapotranspiration: 24.193516974460493 | Pumping_Rate: 73.92139039034069 | Land_Use: Urban
Month: 56 | Well_ID: 6 | Groundwater_Level: 6.063088317830216 | Precipitation: 57.347310136323564 | Temperature: 22.741702619201888 | Evapotranspiration: 23.88614752611372 | Pumping_Rate: 99.67398588895084 | Land_Use: Urban
Month: 57 | Well_ID: 6 | Groundwater_Level: 7.994738522532186 | Precipitation: 68.27169252466499 | Temperature: 25.975124920140633 | Evapotranspiration: 29.070557933864116 | Pumping_Rate: 104.12057438221107 | Land_Use: Agricultural
Month: 58 | Well_ID: 6 | Groundwater_Level: 7.431725656060814 | Precipitation: 33.9364209863931 | Temperature: 21.20858965556205 | Evapotranspiration: 27.6049807797825 | Pumping_Rate: 187.54520665180277 | Land_Use: Urban
Month: 59 | Well_ID: 6 | Groundwater_Level: 8.645576285340175 | Precipitation: 79.85377137919043 | Temperature: 19.346923325312368 | Evapotranspiration: 41.16833775529954 | Pumping_Rate: 94.47562552950394 | Land_Use: Natural
Month: 60 | Well_ID: 6 | Groundwater_Level: 6.350653395657883 | Precipitation: 44.57752797914863 | Temperature: 28.113556119501343 | Evapotranspiration: 31.864161697440462 | Pumping_Rate: 66.0946381154595 | Land_Use: Urban
Month: 1 | Well_ID: 7 | Groundwater_Level: 9.06262978029662 | Precipitation: 49.57265411303128 | Temperature: 28.147647921109055 | Evapotranspiration: 22.68368261091472 | Pumping_Rate: 108.19032152483157 | Land_Use: Agricultural
Month: 2 | Well_ID: 7 | Groundwater_Level: 11.121950768799959 | Precipitation: 35.05576641704353 | Temperature: 20.978421201700037 | Evapotranspiration: 48.90440685155782 | Pumping_Rate: 37.76079887360895 | Land_Use: Natural
Month: 3 | Well_ID: 7 | Groundwater_Level: 7.88497774374509 | Precipitation: 1.5151947945411681 | Temperature: 29.476777153812996 | Evapotranspiration: 30.493083315202227 | Pumping_Rate: 97.24129652187203 | Land_Use: Natural
Month: 4 | Well_ID: 7 | Groundwater_Level: 8.965116055790729 | Precipitation: 67.680907927221 | Temperature: 21.842111354173344 | Evapotranspiration: 37.68839675968897 | Pumping_Rate: 100.48075846885482 | Land_Use: Urban
Month: 5 | Well_ID: 7 | Groundwater_Level: 9.61393380344453 | Precipitation: 64.73687794184866 | Temperature: 26.265826190189905 | Evapotranspiration: 23.91773492555241 | Pumping_Rate: 123.83801148835634 | Land_Use: Natural
Month: 6 | Well_ID: 7 | Groundwater_Level: 7.515417336213859 | Precipitation: 44.37344885763573 | Temperature: 29.10172006306228 | Evapotranspiration: 33.631156277445236 | Pumping_Rate: 129.2086674828354 | Land_Use: Agricultural
Month: 7 | Well_ID: 7 | Groundwater_Level: 8.861930484706264 | Precipitation: 51.33981434449744 | Temperature: 24.831937176481436 | Evapotranspiration: 33.11109991143195 | Pumping_Rate: 84.89291143276847 | Land_Use: Natural
Month: 8 | Well_ID: 7 | Groundwater_Level: 8.545826846526971 | Precipitation: 60.31878435408199 | Temperature: 27.273704560705674 | Evapotranspiration: 11.103507079038469 | Pumping_Rate: 95.48157956110201 | Land_Use: Urban
Month: 9 | Well_ID: 7 | Groundwater_Level: 8.833158141239403 | Precipitation: 18.749082862269148 | Temperature: 22.417851780562142 | Evapotranspiration: 50.1527511046064 | Pumping_Rate: 77.01637508167987 | Land_Use: Urban
Month: 10 | Well_ID: 7 | Groundwater_Level: 7.218404483467275 | Precipitation: 39.418946453074106 | Temperature: 24.017667082859514 | Evapotranspiration: 42.906444609225474 | Pumping_Rate: 66.15812335576918 | Land_Use: Natural
Month: 11 | Well_ID: 7 | Groundwater_Level: 8.948637930912703 | Precipitation: 65.88529359243654 | Temperature: 23.970702845598296 | Evapotranspiration: 26.028046838540124 | Pumping_Rate: 109.29684338141904 | Land_Use: Agricultural
Month: 12 | Well_ID: 7 | Groundwater_Level: 10.038444819502422 | Precipitation: 24.914211536615014 | Temperature: 21.267108267298806 | Evapotranspiration: 18.977302595441444 | Pumping_Rate: 61.792433542102025 | Land_Use: Agricultural
Month: 13 | Well_ID: 7 | Groundwater_Level: 12.094211924943954 | Precipitation: 55.871158643332585 | Temperature: 24.11612918442109 | Evapotranspiration: 33.47561613803552 | Pumping_Rate: 87.5611929828441 | Land_Use: Urban
Month: 14 | Well_ID: 7 | Groundwater_Level: 11.26555122110773 | Precipitation: 22.8683639075319 | Temperature: 17.256908505681267 | Evapotranspiration: 30.866976994143965 | Pumping_Rate: 70.14478120302287 | Land_Use: Urban
Month: 15 | Well_ID: 7 | Groundwater_Level: 13.812991375700447 | Precipitation: 59.328599648670526 | Temperature: 22.544231264289476 | Evapotranspiration: 33.55668948563229 | Pumping_Rate: 116.49049558870779 | Land_Use: Agricultural
Month: 16 | Well_ID: 7 | Groundwater_Level: 8.134972449476741 | Precipitation: 49.28717035405033 | Temperature: 23.575622533151645 | Evapotranspiration: 31.915773961940896 | Pumping_Rate: 154.04290297799463 | Land_Use: Natural
Month: 17 | Well_ID: 7 | Groundwater_Level: 11.579642611216896 | Precipitation: 17.69736368188981 | Temperature: 23.7191012375231 | Evapotranspiration: 35.06240989305926 | Pumping_Rate: 60.95236051590007 | Land_Use: Natural
Month: 18 | Well_ID: 7 | Groundwater_Level: 10.368164272879028 | Precipitation: 73.29478708914343 | Temperature: 23.792512770646105 | Evapotranspiration: 44.473056993918064 | Pumping_Rate: 44.40944551307294 | Land_Use: Natural
Month: 19 | Well_ID: 7 | Groundwater_Level: 14.547554777818839 | Precipitation: 35.30816846403902 | Temperature: 24.691179000699357 | Evapotranspiration: 35.68103205128646 | Pumping_Rate: 96.25339343949798 | Land_Use: Natural
Month: 20 | Well_ID: 7 | Groundwater_Level: 8.71665535356254 | Precipitation: 33.794951259712384 | Temperature: 27.39720759043032 | Evapotranspiration: 19.503445010900588 | Pumping_Rate: 100.47093387873275 | Land_Use: Agricultural
Month: 21 | Well_ID: 7 | Groundwater_Level: 8.816798342281297 | Precipitation: 54.011383944618856 | Temperature: 29.372585370662613 | Evapotranspiration: 43.62562852712452 | Pumping_Rate: 106.55977920271893 | Land_Use: Urban
Month: 22 | Well_ID: 7 | Groundwater_Level: 9.457002706763609 | Precipitation: 72.9727469885743 | Temperature: 21.751173865758666 | Evapotranspiration: 46.40614563488287 | Pumping_Rate: 86.61038454296965 | Land_Use: Urban
Month: 23 | Well_ID: 7 | Groundwater_Level: 6.562991071578714 | Precipitation: 29.68356362043206 | Temperature: 18.983995723054278 | Evapotranspiration: 61.52056734512085 | Pumping_Rate: 93.98082103523704 | Land_Use: Natural
Month: 24 | Well_ID: 7 | Groundwater_Level: 9.908639822814395 | Precipitation: 51.233596996959434 | Temperature: 19.789777938784486 | Evapotranspiration: 18.76505966760402 | Pumping_Rate: 111.02531231621808 | Land_Use: Agricultural
Month: 25 | Well_ID: 7 | Groundwater_Level: 9.584588039375985 | Precipitation: 58.57633000661146 | Temperature: 22.563985394025366 | Evapotranspiration: 32.428820131502754 | Pumping_Rate: 131.21292677934517 | Land_Use: Agricultural
Month: 26 | Well_ID: 7 | Groundwater_Level: 11.53869015893162 | Precipitation: 63.862112145262884 | Temperature: 23.240393410917456 | Evapotranspiration: 9.179012968110122 | Pumping_Rate: 41.34853689045151 | Land_Use: Natural
Month: 27 | Well_ID: 7 | Groundwater_Level: 12.047872188994784 | Precipitation: 53.528831105544505 | Temperature: 21.150019669012714 | Evapotranspiration: 35.531491563792095 | Pumping_Rate: 88.93181682905613 | Land_Use: Natural
Month: 28 | Well_ID: 7 | Groundwater_Level: 15.233690325251121 | Precipitation: 42.65944321833356 | Temperature: 18.519416678750527 | Evapotranspiration: 24.517997018332274 | Pumping_Rate: 106.4142638182319 | Land_Use: Natural
Month: 29 | Well_ID: 7 | Groundwater_Level: 13.488903541019729 | Precipitation: 33.44819558702561 | Temperature: 22.71939586262906 | Evapotranspiration: 49.234457948249535 | Pumping_Rate: 72.46071686167792 | Land_Use: Urban
Month: 30 | Well_ID: 7 | Groundwater_Level: 10.529933985987585 | Precipitation: 51.722877660927495 | Temperature: 25.907133100569858 | Evapotranspiration: 22.253850299814182 | Pumping_Rate: 151.93508895301898 | Land_Use: Natural
Month: 31 | Well_ID: 7 | Groundwater_Level: 9.970911504394945 | Precipitation: 28.55721976028786 | Temperature: 27.975147329177823 | Evapotranspiration: 13.108169620327384 | Pumping_Rate: 80.93770359313788 | Land_Use: Urban
Month: 32 | Well_ID: 7 | Groundwater_Level: 12.82330986428886 | Precipitation: -8.427009669892147 | Temperature: 22.212884734458395 | Evapotranspiration: 25.287362592974805 | Pumping_Rate: 98.76121938978152 | Land_Use: Agricultural
Month: 33 | Well_ID: 7 | Groundwater_Level: 9.257969064344595 | Precipitation: 58.73119608315336 | Temperature: 22.93501088928283 | Evapotranspiration: 10.245122287828625 | Pumping_Rate: 116.68066290526872 | Land_Use: Agricultural
Month: 34 | Well_ID: 7 | Groundwater_Level: 15.607141015114175 | Precipitation: 68.07869682172391 | Temperature: 20.366508455763448 | Evapotranspiration: 37.5109945450731 | Pumping_Rate: 82.26145633594317 | Land_Use: Urban
Month: 35 | Well_ID: 7 | Groundwater_Level: 14.335397989489234 | Precipitation: 2.741351289163232 | Temperature: 24.842804148126117 | Evapotranspiration: 9.349169537436794 | Pumping_Rate: 44.602808565867484 | Land_Use: Urban
Month: 36 | Well_ID: 7 | Groundwater_Level: 11.056742832126737 | Precipitation: 29.80538590580125 | Temperature: 20.757856829045927 | Evapotranspiration: 30.284575811831587 | Pumping_Rate: 87.140364192504 | Land_Use: Urban
Month: 37 | Well_ID: 7 | Groundwater_Level: 8.573554662032778 | Precipitation: 62.38308522010396 | Temperature: 27.865639066206 | Evapotranspiration: 9.221881801438032 | Pumping_Rate: 130.88321667781122 | Land_Use: Urban
Month: 38 | Well_ID: 7 | Groundwater_Level: 14.698418422682899 | Precipitation: 91.14990939423397 | Temperature: 16.070667540329445 | Evapotranspiration: 26.797021954633582 | Pumping_Rate: 89.89314619644584 | Land_Use: Natural
Month: 39 | Well_ID: 7 | Groundwater_Level: 11.73862781346521 | Precipitation: 50.415874153508156 | Temperature: 23.20185163773769 | Evapotranspiration: 46.43378155804534 | Pumping_Rate: 74.60697095623064 | Land_Use: Agricultural
Month: 40 | Well_ID: 7 | Groundwater_Level: 14.406717228036365 | Precipitation: 35.43994117541732 | Temperature: 26.50553669595871 | Evapotranspiration: 33.60647891435795 | Pumping_Rate: 127.77016628508164 | Land_Use: Natural
Month: 41 | Well_ID: 7 | Groundwater_Level: 8.692203835668792 | Precipitation: 46.34207117790319 | Temperature: 25.91917258161252 | Evapotranspiration: 21.36506395035066 | Pumping_Rate: 90.07675311930842 | Land_Use: Urban
Month: 42 | Well_ID: 7 | Groundwater_Level: 10.619228303536733 | Precipitation: 77.4975283829637 | Temperature: 38.46516831990248 | Evapotranspiration: 29.68796511060916 | Pumping_Rate: 84.69517559049348 | Land_Use: Natural
Month: 43 | Well_ID: 7 | Groundwater_Level: 11.752767399774719 | Precipitation: 37.080716417509294 | Temperature: 26.749000122839536 | Evapotranspiration: 30.180168720444467 | Pumping_Rate: 104.48368268989928 | Land_Use: Natural
Month: 44 | Well_ID: 7 | Groundwater_Level: 11.748450672304863 | Precipitation: 34.016159866994926 | Temperature: 19.97972701578995 | Evapotranspiration: 34.72630345843405 | Pumping_Rate: 123.12250628856363 | Land_Use: Agricultural
Month: 45 | Well_ID: 7 | Groundwater_Level: 10.655085163426222 | Precipitation: 40.34512955635935 | Temperature: 24.522678764554634 | Evapotranspiration: 16.331416367191736 | Pumping_Rate: 171.45140595197637 | Land_Use: Natural
Month: 46 | Well_ID: 7 | Groundwater_Level: 12.690848729457269 | Precipitation: 30.933427834825753 | Temperature: 16.11876833266774 | Evapotranspiration: 35.92567273847331 | Pumping_Rate: 124.8170832297227 | Land_Use: Agricultural
